timestamp_real,timestamp_sim,sender,receiver,message_type,performative,body_preview,metadata
2025-11-19 23:39:10.593,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 23:39:10.594,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 102000003, ""product"": ""B"", ""quantity"": 11, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:10.594,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 102000003, ""product"": ""B"", ""quantity"": 11, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:10.594,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 102000003, ""product"": ""B"", ""quantity"": 11, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:10.598,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000003, ""can_fit"": true, ""delivery_time"": 14.273, ""vehicle_id"": ""vehiclee1@localhost""...",
2025-11-19 23:39:10.602,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000003, ""can_fit"": true, ""delivery_time"": 13.614999999999998, ""vehicle_id"": ""vehiclee...",
2025-11-19 23:39:10.605,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000003, ""can_fit"": true, ""delivery_time"": 14.273, ""vehicle_id"": ""vehiclee3@localhost""...",
2025-11-19 23:39:11.597,,warehousee2_test@localhost,vehiclee2@localhost,Confirmation,order-confirmation,"{""orderid"": 102000003, ""confirmed"": true}",
2025-11-19 23:39:11.598,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 102000003, ""confirmed"": false}",
2025-11-19 23:39:11.598,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 102000003, ""confirmed"": false}",
2025-11-19 23:39:11.674,,event_agent@localhost,vehiclee1@localhost,Notify,inform,"{""type"": ""Transit"", ""time"": 4, ""data"": {""edges"": [{""node1"": 9, ""node2"": 4, ""weight"": 3.7204, ""fuel_c...",
2025-11-19 23:39:11.674,,event_agent@localhost,vehiclee2@localhost,Notify,inform,"{""type"": ""Transit"", ""time"": 4, ""data"": {""edges"": [{""node1"": 9, ""node2"": 4, ""weight"": 3.7204, ""fuel_c...",
2025-11-19 23:39:11.675,,event_agent@localhost,vehiclee3@localhost,Notify,inform,"{""type"": ""Transit"", ""time"": 4, ""data"": {""edges"": [{""node1"": 9, ""node2"": 4, ""weight"": 3.7204, ""fuel_c...",
2025-11-19 23:39:11.676,,event_agent@localhost,storee1_test@localhost,Notify,inform,"{""type"": ""Transit"", ""time"": 4, ""data"": {""edges"": [{""node1"": 9, ""node2"": 4, ""weight"": 3.7204, ""fuel_c...",
2025-11-19 23:39:11.676,,event_agent@localhost,storee2_test@localhost,Notify,inform,"{""type"": ""Transit"", ""time"": 4, ""data"": {""edges"": [{""node1"": 9, ""node2"": 4, ""weight"": 3.7204, ""fuel_c...",
2025-11-19 23:39:11.678,,vehiclee1@localhost,event_agent@localhost,Notify,inform,"{""type"": ""arrival"", ""vehicle_id"": ""vehiclee1@localhost"", ""current_location"": 19, ""next_node"": 17, ""t...",
2025-11-19 23:39:11.680,,vehiclee2@localhost,event_agent@localhost,Notify,inform,"{""type"": ""arrival"", ""vehicle_id"": ""vehiclee2@localhost"", ""current_location"": 19, ""next_node"": 17, ""t...",
2025-11-19 23:39:11.682,,vehiclee3@localhost,event_agent@localhost,Notify,inform,"{""type"": ""arrival"", ""vehicle_id"": ""vehiclee3@localhost"", ""current_location"": 19, ""next_node"": 17, ""t...",
2025-11-19 23:39:15.577,,storee2_test@localhost,warehousee1_test@localhost,Notify,store-buy,18 D,
2025-11-19 23:39:15.578,,storee2_test@localhost,warehousee2_test@localhost,Notify,store-buy,18 D,
2025-11-19 23:39:15.579,,warehousee1_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,18 D,
2025-11-19 23:39:15.579,,warehousee2_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,18 D,
2025-11-19 23:39:15.581,,storee2_test@localhost,warehousee2_test@localhost,Confirmation,store-confirm,18 D,
2025-11-19 23:39:15.582,,storee2_test@localhost,warehousee1_test@localhost,Confirmation,store-deny,18 D,
2025-11-19 23:39:15.582,,warehousee2_test@localhost,vehiclee1@localhost,Request,presence-info,,
2025-11-19 23:39:15.583,,vehiclee1@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee1@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 23:39:15.583,,warehousee2_test@localhost,vehiclee2@localhost,Request,presence-info,,
2025-11-19 23:39:15.583,,vehiclee2@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee2@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 23:39:15.584,,warehousee2_test@localhost,vehiclee3@localhost,Request,presence-info,,
2025-11-19 23:39:15.584,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 23:39:15.584,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 102000004, ""product"": ""D"", ""quantity"": 18, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:15.585,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 102000004, ""product"": ""D"", ""quantity"": 18, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:15.585,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 102000004, ""product"": ""D"", ""quantity"": 18, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:15.589,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000004, ""can_fit"": true, ""delivery_time"": 14.273, ""vehicle_id"": ""vehiclee1@localhost""...",
2025-11-19 23:39:15.594,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000004, ""can_fit"": true, ""delivery_time"": 13.614999999999998, ""vehicle_id"": ""vehiclee...",
2025-11-19 23:39:15.597,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000004, ""can_fit"": true, ""delivery_time"": 14.273, ""vehicle_id"": ""vehiclee3@localhost""...",
2025-11-19 23:39:16.573,,warehousee2_test@localhost,vehiclee2@localhost,Confirmation,order-confirmation,"{""orderid"": 102000004, ""confirmed"": true}",
2025-11-19 23:39:16.574,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 102000004, ""confirmed"": false}",
2025-11-19 23:39:16.574,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 102000004, ""confirmed"": false}",
2025-11-19 23:39:20.581,,storee2_test@localhost,warehousee1_test@localhost,Notify,store-buy,13 B,
2025-11-19 23:39:20.582,,storee2_test@localhost,warehousee2_test@localhost,Notify,store-buy,13 B,
2025-11-19 23:39:20.583,,warehousee1_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,13 B,
2025-11-19 23:39:20.583,,warehousee2_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,13 B,
2025-11-19 23:39:20.585,,storee2_test@localhost,warehousee2_test@localhost,Confirmation,store-confirm,13 B,
2025-11-19 23:39:20.585,,storee2_test@localhost,warehousee1_test@localhost,Confirmation,store-deny,13 B,
2025-11-19 23:39:20.586,,warehousee2_test@localhost,vehiclee1@localhost,Request,presence-info,,
2025-11-19 23:39:20.586,,vehiclee1@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee1@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 23:39:20.587,,warehousee2_test@localhost,vehiclee2@localhost,Request,presence-info,,
2025-11-19 23:39:20.587,,vehiclee2@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee2@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 23:39:20.587,,warehousee2_test@localhost,vehiclee3@localhost,Request,presence-info,,
2025-11-19 23:39:20.588,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 23:39:20.588,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 102000005, ""product"": ""B"", ""quantity"": 13, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:20.589,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 102000005, ""product"": ""B"", ""quantity"": 13, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:20.589,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 102000005, ""product"": ""B"", ""quantity"": 13, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:20.592,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000005, ""can_fit"": true, ""delivery_time"": 14.273, ""vehicle_id"": ""vehiclee1@localhost""...",
2025-11-19 23:39:20.597,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000005, ""can_fit"": true, ""delivery_time"": 10.639, ""vehicle_id"": ""vehiclee2@localhost""...",
2025-11-19 23:39:20.600,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000005, ""can_fit"": true, ""delivery_time"": 14.273, ""vehicle_id"": ""vehiclee3@localhost""...",
2025-11-19 23:39:21.577,,warehousee2_test@localhost,vehiclee2@localhost,Confirmation,order-confirmation,"{""orderid"": 102000005, ""confirmed"": true}",
2025-11-19 23:39:21.577,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 102000005, ""confirmed"": false}",
2025-11-19 23:39:21.578,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 102000005, ""confirmed"": false}",
2025-11-19 23:39:21.668,,event_agent@localhost,vehiclee1@localhost,Notify,inform,"{""type"": ""arrival"", ""time"": 3.749, ""vehicles"": [""vehiclee1"", ""vehiclee3"", ""vehiclee2""]}",
2025-11-19 23:39:21.669,,event_agent@localhost,vehiclee2@localhost,Notify,inform,"{""type"": ""arrival"", ""time"": 3.749, ""vehicles"": [""vehiclee1"", ""vehiclee3"", ""vehiclee2""]}",
2025-11-19 23:39:21.669,,event_agent@localhost,vehiclee3@localhost,Notify,inform,"{""type"": ""arrival"", ""time"": 3.749, ""vehicles"": [""vehiclee1"", ""vehiclee3"", ""vehiclee2""]}",
2025-11-19 23:39:21.669,,event_agent@localhost,storee1_test@localhost,Notify,inform,"{""type"": ""arrival"", ""time"": 3.749, ""vehicles"": [""vehiclee1"", ""vehiclee3"", ""vehiclee2""]}",
2025-11-19 23:39:21.670,,event_agent@localhost,storee2_test@localhost,Notify,inform,"{""type"": ""arrival"", ""time"": 3.749, ""vehicles"": [""vehiclee1"", ""vehiclee3"", ""vehiclee2""]}",
2025-11-19 23:39:21.670,,vehiclee1@localhost,supplier17@localhost,Notify,vehicle-pickup,"{""product"": ""A"", ""quantity"": 15, ""orderid"": 102000001, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:21.671,,vehiclee1@localhost,warehousee2_test@localhost,Notify,vehicle-pickup,"{""orderid"": 102000001, ""vehicle_id"": ""vehiclee1@localhost"", ""status"": ""started"", ""location"": 17}",
2025-11-19 23:39:21.672,,vehiclee1@localhost,event_agent@localhost,Notify,inform,"{""type"": ""arrival"", ""vehicle_id"": ""vehiclee1@localhost"", ""current_location"": 17, ""next_node"": 25, ""t...",
2025-11-19 23:39:21.672,,vehiclee2@localhost,supplier17@localhost,Notify,vehicle-pickup,"{""product"": ""D"", ""quantity"": 20, ""orderid"": 102000000, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:21.672,,vehiclee2@localhost,warehousee2_test@localhost,Notify,vehicle-pickup,"{""orderid"": 102000000, ""vehicle_id"": ""vehiclee2@localhost"", ""status"": ""started"", ""location"": 17}",
2025-11-19 23:39:21.673,,vehiclee2@localhost,supplier17@localhost,Notify,vehicle-pickup,"{""product"": ""D"", ""quantity"": 18, ""orderid"": 102000004, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 23:39:21.673,,vehiclee2@localhost,warehousee2_test@localhost,Notify,vehicle-pickup,"{""orderid"": 102000004, ""vehicle_id"": ""vehiclee2@localhost"", ""status"": ""started"", ""location"": 17}",
