timestamp_real,timestamp_sim,sender,receiver,message_type,performative,body_preview,metadata
2025-11-19 22:33:56.898,,storee1_test@localhost,warehousee1_test@localhost,Notify,store-buy,6 D,
2025-11-19 22:33:56.899,,storee1_test@localhost,warehousee2_test@localhost,Notify,store-buy,6 D,
2025-11-19 22:33:56.899,,storee2_test@localhost,warehousee1_test@localhost,Notify,store-buy,1 C,
2025-11-19 22:33:56.899,,storee2_test@localhost,warehousee2_test@localhost,Notify,store-buy,1 C,
2025-11-19 22:33:56.901,,warehousee1_test@localhost,storee1_test@localhost,Confirmation,warehouse-accept,6 D,
2025-11-19 22:33:56.901,,warehousee2_test@localhost,storee1_test@localhost,Confirmation,warehouse-accept,6 D,
2025-11-19 22:33:56.902,,warehousee1_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,1 C,
2025-11-19 22:33:56.903,,warehousee2_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,1 C,
2025-11-19 22:33:56.906,,storee1_test@localhost,warehousee2_test@localhost,Confirmation,store-confirm,6 D,
2025-11-19 22:33:56.906,,storee2_test@localhost,warehousee2_test@localhost,Confirmation,store-confirm,1 C,
2025-11-19 22:33:56.907,,storee1_test@localhost,warehousee1_test@localhost,Confirmation,store-deny,6 D,
2025-11-19 22:33:56.907,,storee2_test@localhost,warehousee1_test@localhost,Confirmation,store-deny,1 C,
2025-11-19 22:33:56.907,,warehousee2_test@localhost,vehiclee1@localhost,Request,presence-info,,
2025-11-19 22:33:56.908,,warehousee2_test@localhost,vehiclee1@localhost,Request,presence-info,,
2025-11-19 22:33:56.909,,vehiclee1@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee1@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:33:56.909,,vehiclee1@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee1@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:33:56.909,,warehousee2_test@localhost,vehiclee2@localhost,Request,presence-info,,
2025-11-19 22:33:56.909,,warehousee2_test@localhost,vehiclee2@localhost,Request,presence-info,,
2025-11-19 22:33:56.910,,vehiclee2@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee2@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:33:56.910,,vehiclee2@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee2@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:33:56.911,,warehousee2_test@localhost,vehiclee3@localhost,Request,presence-info,,
2025-11-19 22:33:56.911,,warehousee2_test@localhost,vehiclee3@localhost,Request,presence-info,,
2025-11-19 22:33:56.911,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:33:56.911,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:33:56.912,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 101000001, ""product"": ""D"", ""quantity"": 6, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:33:56.912,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 101000001, ""product"": ""D"", ""quantity"": 6, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:33:56.913,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 101000001, ""product"": ""D"", ""quantity"": 6, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:33:56.913,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 102000001, ""product"": ""C"", ""quantity"": 1, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:33:56.913,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 102000001, ""product"": ""C"", ""quantity"": 1, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:33:56.913,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 102000001, ""product"": ""C"", ""quantity"": 1, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:33:56.917,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 101000001, ""can_fit"": true, ""delivery_time"": 6.697, ""vehicle_id"": ""vehiclee1@localhost""}",
2025-11-19 22:33:56.921,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 101000001, ""can_fit"": false, ""delivery_time"": 13.372, ""vehicle_id"": ""vehiclee2@localhost...",
2025-11-19 22:33:56.926,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 101000001, ""can_fit"": false, ""delivery_time"": 15.917, ""vehicle_id"": ""vehiclee3@localhost...",
2025-11-19 22:33:56.931,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000001, ""can_fit"": false, ""delivery_time"": 15.850999999999999, ""vehicle_id"": ""vehicle...",
2025-11-19 22:33:56.935,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000001, ""can_fit"": false, ""delivery_time"": 15.829, ""vehicle_id"": ""vehiclee2@localhost...",
2025-11-19 22:33:56.938,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000001, ""can_fit"": true, ""delivery_time"": 9.154, ""vehicle_id"": ""vehiclee3@localhost""}",
2025-11-19 22:33:57.900,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 102000001, ""confirmed"": true}",
2025-11-19 22:33:57.900,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 102000001, ""confirmed"": false}",
2025-11-19 22:33:57.901,,warehousee2_test@localhost,vehiclee2@localhost,Confirmation,order-confirmation,"{""orderid"": 102000001, ""confirmed"": false}",
2025-11-19 22:33:57.901,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 101000001, ""confirmed"": true}",
2025-11-19 22:33:57.901,,warehousee2_test@localhost,vehiclee2@localhost,Confirmation,order-confirmation,"{""orderid"": 101000001, ""confirmed"": false}",
2025-11-19 22:33:57.901,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 101000001, ""confirmed"": false}",
2025-11-19 22:33:58.165,,event_agent@localhost,vehiclee1@localhost,Request,inform,"{""type"": ""arrival"", ""vehicle"": ""vehicle_init_signal_999"", ""time"": 0.1}",
2025-11-19 22:33:58.165,,event_agent@localhost,vehiclee2@localhost,Request,inform,"{""type"": ""arrival"", ""vehicle"": ""vehicle_init_signal_999"", ""time"": 0.1}",
2025-11-19 22:33:58.165,,event_agent@localhost,vehiclee3@localhost,Request,inform,"{""type"": ""arrival"", ""vehicle"": ""vehicle_init_signal_999"", ""time"": 0.1}",
2025-11-19 22:33:58.166,,event_agent@localhost,world@localhost,Request,request,"{""simulation_time"": 10.0, ""requester"": ""event_agent@localhost""}",
2025-11-19 22:33:58.168,,vehiclee1@localhost,event_agent@localhost,Notify,inform,"{""type"": ""arrival"", ""vehicle_id"": ""vehiclee1@localhost"", ""current_location"": 9, ""next_node"": 13, ""ti...",
2025-11-19 22:33:58.170,,vehiclee2@localhost,event_agent@localhost,Notify,inform,"{""type"": ""arrival"", ""vehicle_id"": ""vehiclee2@localhost"", ""current_location"": 19, ""next_node"": 22, ""t...",
2025-11-19 22:33:58.172,,vehiclee3@localhost,event_agent@localhost,Notify,inform,"{""type"": ""arrival"", ""vehicle_id"": ""vehiclee3@localhost"", ""current_location"": 9, ""next_node"": 13, ""ti...",
2025-11-19 22:33:58.173,,world@localhost,event_agent@localhost,Notify,inform,"{""events"": [{""node1_id"": 13, ""node2_id"": 12, ""new_time"": 3.857, ""new_fuel_consumption"": 0.162, ""inst...",
2025-11-19 22:34:01.901,,storee2_test@localhost,warehousee1_test@localhost,Notify,store-buy,4 A,
2025-11-19 22:34:01.901,,storee2_test@localhost,warehousee2_test@localhost,Notify,store-buy,4 A,
2025-11-19 22:34:01.902,,warehousee1_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,4 A,
2025-11-19 22:34:01.903,,warehousee2_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,4 A,
2025-11-19 22:34:01.905,,storee2_test@localhost,warehousee2_test@localhost,Confirmation,store-confirm,4 A,
2025-11-19 22:34:01.905,,storee2_test@localhost,warehousee1_test@localhost,Confirmation,store-deny,4 A,
2025-11-19 22:34:01.906,,warehousee2_test@localhost,vehiclee1@localhost,Request,presence-info,,
2025-11-19 22:34:01.907,,vehiclee1@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee1@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:01.907,,warehousee2_test@localhost,vehiclee2@localhost,Request,presence-info,,
2025-11-19 22:34:01.907,,vehiclee2@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee2@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:01.908,,warehousee2_test@localhost,vehiclee3@localhost,Request,presence-info,,
2025-11-19 22:34:01.908,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:01.908,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 102000002, ""product"": ""A"", ""quantity"": 4, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:34:01.909,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 102000002, ""product"": ""A"", ""quantity"": 4, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:34:01.909,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 102000002, ""product"": ""A"", ""quantity"": 4, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:34:01.915,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000002, ""can_fit"": false, ""delivery_time"": 15.850999999999999, ""vehicle_id"": ""vehicle...",
2025-11-19 22:34:01.919,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000002, ""can_fit"": false, ""delivery_time"": 15.829, ""vehicle_id"": ""vehiclee2@localhost...",
2025-11-19 22:34:01.923,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000002, ""can_fit"": true, ""delivery_time"": 9.154, ""vehicle_id"": ""vehiclee3@localhost""}",
2025-11-19 22:34:02.905,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 102000002, ""confirmed"": true}",
2025-11-19 22:34:02.905,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 102000002, ""confirmed"": false}",
2025-11-19 22:34:02.905,,warehousee2_test@localhost,vehiclee2@localhost,Confirmation,order-confirmation,"{""orderid"": 102000002, ""confirmed"": false}",
2025-11-19 22:34:06.900,,storee2_test@localhost,warehousee1_test@localhost,Notify,store-buy,1 D,
2025-11-19 22:34:06.901,,storee2_test@localhost,warehousee2_test@localhost,Notify,store-buy,1 D,
2025-11-19 22:34:06.901,,storee1_test@localhost,warehousee1_test@localhost,Notify,store-buy,12 D,
2025-11-19 22:34:06.901,,storee1_test@localhost,warehousee2_test@localhost,Notify,store-buy,12 D,
2025-11-19 22:34:06.902,,warehousee1_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,1 D,
2025-11-19 22:34:06.903,,warehousee2_test@localhost,storee2_test@localhost,Confirmation,warehouse-accept,1 D,
2025-11-19 22:34:06.904,,warehousee1_test@localhost,storee1_test@localhost,Confirmation,warehouse-accept,12 D,
2025-11-19 22:34:06.904,,warehousee2_test@localhost,storee1_test@localhost,Confirmation,warehouse-accept,12 D,
2025-11-19 22:34:06.907,,storee2_test@localhost,warehousee2_test@localhost,Confirmation,store-confirm,1 D,
2025-11-19 22:34:06.908,,storee1_test@localhost,warehousee2_test@localhost,Confirmation,store-confirm,12 D,
2025-11-19 22:34:06.908,,storee2_test@localhost,warehousee1_test@localhost,Confirmation,store-deny,1 D,
2025-11-19 22:34:06.908,,storee1_test@localhost,warehousee1_test@localhost,Confirmation,store-deny,12 D,
2025-11-19 22:34:06.909,,warehousee2_test@localhost,vehiclee1@localhost,Request,presence-info,,
2025-11-19 22:34:06.909,,warehousee2_test@localhost,vehiclee1@localhost,Request,presence-info,,
2025-11-19 22:34:06.910,,vehiclee1@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee1@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:06.911,,vehiclee1@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee1@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:06.911,,warehousee2_test@localhost,vehiclee2@localhost,Request,presence-info,,
2025-11-19 22:34:06.911,,warehousee2_test@localhost,vehiclee2@localhost,Request,presence-info,,
2025-11-19 22:34:06.912,,vehiclee2@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee2@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:06.912,,vehiclee2@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee2@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:06.912,,warehousee2_test@localhost,vehiclee3@localhost,Request,presence-info,,
2025-11-19 22:34:06.913,,warehousee2_test@localhost,vehiclee3@localhost,Request,presence-info,,
2025-11-19 22:34:06.913,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:06.913,,vehiclee3@localhost,warehousee2_test@localhost,Confirm,presence-response,"{""vehicle_id"": ""vehiclee3@localhost"", ""presence_type"": ""PresenceType.AVAILABLE"", ""presence_show"": ""P...",
2025-11-19 22:34:06.914,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 102000003, ""product"": ""D"", ""quantity"": 1, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:34:06.914,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 102000003, ""product"": ""D"", ""quantity"": 1, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:34:06.914,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 102000003, ""product"": ""D"", ""quantity"": 1, ""sender"": ""warehousee2_test@localhost"", ""recei...",
2025-11-19 22:34:06.915,,warehousee2_test@localhost,vehiclee1@localhost,Request,order-proposal,"{""orderid"": 101000002, ""product"": ""D"", ""quantity"": 12, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 22:34:06.915,,warehousee2_test@localhost,vehiclee2@localhost,Request,order-proposal,"{""orderid"": 101000002, ""product"": ""D"", ""quantity"": 12, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 22:34:06.915,,warehousee2_test@localhost,vehiclee3@localhost,Request,order-proposal,"{""orderid"": 101000002, ""product"": ""D"", ""quantity"": 12, ""sender"": ""warehousee2_test@localhost"", ""rece...",
2025-11-19 22:34:06.921,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000003, ""can_fit"": false, ""delivery_time"": 15.850999999999999, ""vehicle_id"": ""vehicle...",
2025-11-19 22:34:06.925,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000003, ""can_fit"": false, ""delivery_time"": 15.829, ""vehicle_id"": ""vehiclee2@localhost...",
2025-11-19 22:34:06.929,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 102000003, ""can_fit"": true, ""delivery_time"": 9.154, ""vehicle_id"": ""vehiclee3@localhost""}",
2025-11-19 22:34:06.933,,vehiclee1@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 101000002, ""can_fit"": true, ""delivery_time"": 6.697, ""vehicle_id"": ""vehiclee1@localhost""}",
2025-11-19 22:34:06.938,,vehiclee2@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 101000002, ""can_fit"": false, ""delivery_time"": 13.372, ""vehicle_id"": ""vehiclee2@localhost...",
2025-11-19 22:34:06.945,,vehiclee3@localhost,warehousee2_test@localhost,vehicle-proposal,vehicle-proposal,"{""orderid"": 101000002, ""can_fit"": false, ""delivery_time"": 15.917, ""vehicle_id"": ""vehiclee3@localhost...",
2025-11-19 22:34:07.902,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 101000002, ""confirmed"": true}",
2025-11-19 22:34:07.903,,warehousee2_test@localhost,vehiclee2@localhost,Confirmation,order-confirmation,"{""orderid"": 101000002, ""confirmed"": false}",
2025-11-19 22:34:07.903,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 101000002, ""confirmed"": false}",
2025-11-19 22:34:07.903,,warehousee2_test@localhost,vehiclee3@localhost,Confirmation,order-confirmation,"{""orderid"": 102000003, ""confirmed"": true}",
2025-11-19 22:34:07.904,,warehousee2_test@localhost,vehiclee1@localhost,Confirmation,order-confirmation,"{""orderid"": 102000003, ""confirmed"": false}",
